Artwork_ID,Artwork_Title,Artwork_Tag,Comments_count,Likes_count
2802,Freak Real Estate - Game Art Showcase,"['Digital 2D', 'Game Art', 'ui', 'concept art', 'texture', 'game art']",0,5
3484,In a dream,"['Digital 2D', 'Fan Art', 'Portraits', 'lort', 'lordoftherings', 'boromir', 'fanart', 'digital', '2d', 'painting', 'portrait', 'flatcolor', 'value']",0,7
4753,New Hong Kong Story / Map-Pack Cover,"['Digital 2D', 'Mixed Media']",2,3
8254,snow white witch,"['Digital 3D', 'Animation', 'Character Modeling', 'Character Animation', 'snow white', 'snow white witch', 'with']",0,4
6340,Starlink: Battle for Atlas - Fern ship,"['Digital 3D', 'Games and Real-Time 3D Environment Art', 'space ship', 'starlink', 'ubisoft', 'hardsurface', 'zbrush', 'substance']",1,7
5978,Seventh,"['Digital 2D', 'deer', 'fallowdeer', 'art', 'nature', 'plants']",0,8
6048,Silas,"['Fan Art', 'Silas', 'Ghost of a Tale']",0,7
1733,Cozy studio interior,"['Digital 3D', 'Architectural Visualization', 'Interior', 'studio apartment']",0,5
5162,Pirate,"['Digital 3D', 'Character Modeling', 'pirate', 'lowpoly']",0,10
4159,MONSTER 2d BY OSCAR CREATIVO,"['Digital 2D', 'Traditional Paint', 'Mixed Media', ""Children's Art"", 'Book Illustration', 'Editorial Illustration', 'oscar creativo', 'rendering', 'cinema 4d', 'marmost toolbag', 'space', 'darth vader', 'star wars', 'unreal', 'best', 'substance painter', 'octane render', 'woman', 'cyber', 'game', 'free', '3d', 'vector', '2d', 'otoy', 'fantasy', 'keyshot', 'after effects', 'lumion']",1,4
7198,Under the Hood (RWBY),"['Digital 2D', 'Illustration', 'Anime & Manga', 'Fan Art', 'rwby', 'ruby rose', 'weiss schnee', 'blake belladonna', 'yang xiao long', 'digital art', 'coco adel', 'nora valkyrie', 'Neapolitan', 'rooster teeth', 'fanart', 'pinup']",0,4
5570,Regice WIP,"['Digital 3D', 'Character Modeling', 'model', '3d model']",0,4
5612,Revenant Digital art,['Digital 2D'],0,6
3638,Jet engine cutaway,"['Digital 3D', 'Industrial & Product Design', 'Editorial Illustration', 'Scientific Illustration & Visualization', 'cutaway', 'diagram', 'engine', 'jet', 'technical illustration']",0,4
7639,Work for Quantum Break,"['Digital 3D', 'Vehicles', 'Games and Real-Time 3D Environment Art', 'Gameplay & Level Design', 'Quantum Break', 'Nissan', 'Leaf', 'Car']",0,4
5814,Sales office,"['Digital 3D', 'Architectural Visualization', 'Industrial & Product Design']",0,3
3217,Hard Surface By Sci fi Alpha,"['Digital 3D', 'Industrial & Product Design', 'Hard Surface', 'Mechanical Design', 'brush', 'alpha', 'ambient', 'height', 'displacement', 'industrial', 'sci fi', 'texturing', 'hardsurface', 'hard surface']",1,5
2115,Dipper Pines,"['Digital 3D', '3D Printing', 'Traditional Sculpture', 'Fan Art', 'Gravity Falls', 'Dipper', '3D Sculpture']",0,5
328,A visit to Puffin Rock,"['Digital 2D', 'Fantasy', 'Illustration', 'Environmental Concept Art & Design', 'siren', 'mermaid', 'fantasy', 'illustration', 'environmentart', 'charcaterart', 'fantasy art', 'puffin', 'puffins', 'sunset', 'magical', 'mythology', 'folklore', 'nature', 'calm', 'ocean']",0,6
3224,Hatsune Miku,"['Digital 2D', 'Traditional Paint', 'Fantasy', 'Concept Art', 'Anime & Manga', 'hatsune miku', 'vocaloid', 'girl', 'woman', 'android']",0,5
4376,Memories,"['Digital 2D', 'Matte Painting', 'Environmental Concept Art & Design', 'VFX for Film, TV & Animation', 'Matte Painting', 'Enviroments', 'Enviroment Desing', 'Concept Art', '', 'mattepainting', '', 'concepart', '', 'enviromentdesing', 'EnviromentDesing', 'Concep Art', 'Photomanipulation']",0,5
3577,It's Dinner Time - Detail Asset,"['Digital 3D', 'Environmental Concept Art & Design', 'Games and Real-Time 3D Environment Art', 'Stylized', 'ristian', 'indra', 'nugraha', '3d environment', '3d', 'environment', '3d stylized', 'stylized', 'foods', 'food', 'chicken', 'table', 'salad', 'candle', 'plate', 'bottle', 'cheese', 'beer', 'its dinner time', 'dinner', 'chicken dinner', 'maya', 'substance painter', 'marmoset toolbag', 'ristian indra nugraha']",0,6
5380,Psychedelic Melody,"['Digital 3D', 'Animation', 'Real-time', 'Games and Real-Time 3D Environment Art', 'Lighting', 'VFX for Film, TV & Animation', 'scifi', 'Design', 'animation', 'Creature Design', 'visual development', 'mask', 'linework', 'visdev', 'ornament', 'Illustration', 'anatomy', 'Character', 'Concept', 'Concept art', 'Lineart', 'InkTober', 'Conceptart', 'digitalink', 'fashion', 'african', 'tribal', 'film']",0,6
8414,“study [4/22]”,"['Concept Art', 'Visual Development', 'Character Design']",1,5
4340,Medieval Plate Armor,"['Digital 3D', 'Fashion & Costume Design', '', 'medieval', '', 'armor', '', 'gold', '', 'cape', '', 'blender', '', '3dmodelling']",0,7
3257,Heavy speeder,"['Digital 3D', 'Concept Art', 'Game Art', 'Hard Surface', 'speeder', 'heavy', 'concept art', 'tech', 'ship', '3d', 'substance', '3dsmax']",0,6
4975,Orochimaru Remake,"['Digital 2D', 'Anime & Manga', 'Fan Art', 'naruto', 'orochimaru', 'naruto shippuden', 'boruto']",1,9
7640,Worker Mech Protection Mode,"['Digital 2D', 'Digital 3D', 'Concept Art', 'Science Fiction', 'Mecha']",0,8
6290,Spidergwen - Fan Art,"['Comic Art', 'Anime & Manga', 'Fan Art']",0,5
2619,Fate's Edge,"['Digital 2D', 'Concept Art', 'Comic Art', 'Creatures', '', 'fantasy', '', 'monster', '', 'demon', '', 'art', '', 'sketchstyle', '', 'learningart', '', 'forever', '', 'Comicart']",0,5
6148,Sluggy,"['Digital 2D', 'Illustration', 'Portraits', 'Character Design', 'abstract', 'abstract portrait', 'character design', 'original character', 'character art', 'portrait', 'illustration', 'colored pencil', 'procreate', 'behance', 'pastel', 'digital art', 'procreate drawing', 'doodle', 'sketch', 'illustrator', 'happy', 'colorful', 'slug', 'sluggy']",0,6
3470,Illustration water color sketch,"['Digital 2D', 'Illustration', 'Anime & Manga', 'Sketches', 'Anime', 'illustration', 'sketches', 'comics']",0,4
2237,Dreamy Girl.,"['Digital 2D', 'Illustration', 'Fan Art', 'Character Design', '2D Concept Art', 'Digital Art', 'ProCreate', 'Illustration', 'yilok_draws', 'fanart', 'Character art', 'dreamy girl']",0,4
4971,Origninal Figure:Lunch Box Girl is coming!,"['Character Design', 'Figure']",0,3
4598,Mummy,,0,9
504,Alto 3D,"['Digital 3D', 'Animation', 'Real-time', 'Motion Graphics', 'Industrial & Product Design', 'Automotive', 'Car 3D']",0,4
4185,Madness in 3D N°04 - 05,"['Digital 3D', 'Abstract', '3d', 'composition', 'art', 'abstract', 'gold', 'daily', 'madness']",0,6
7662,XM1014 - Luck,"['Digital 2D', 'Digital 3D', 'Weapons', 'gun', 'weapons', 'csgo', 'counterstrike', 'skin']",0,5
3773,Kitty artist,"['Digital 2D', 'Illustration', 'children', 'cat', 'ilustracja', 'cartoon', 'cute', 'pastel']",0,6
231,3D character 1,"['Anime & Manga', 'Games and Real-Time 3D Environment Art', 'Photogrammetry & 3D Scanning', 'anime', 'manga', 'scene', 'scenery', '3d', '3dart', '3dasset', 'game', 'game3d', 'environment', 'landscape', 'gameproject', 'visualnovel', 'blender', 'commissions', 'nendoroid', 'characterdesign', '3dcharacter', 'characterasset', 'chibi', 'gamecharacter', 'semirealist', 'yuri', 'couple', 'nsfw', 'cute', 'arknights', 'gamefanart']",0,9
1119,Boudicca,"['Digital 2D', 'Concept Art', 'Illustration', 'Character Design', 'boudicca', 'celtic', 'folklore', 'character design']",0,5
6897,The Trickster,"['Digital 3D', 'Horror', 'Lighting', 'Portraits', 'Dead by Daylight', 'Blender', 'Portrait', 'The Trickster']",0,5
1790,Curly Girl,"['Digital 2D', 'Illustration', 'Book Illustration', 'chibi', 'illustration']",0,6
3533,Interior-Shader,"['Digital 3D', 'Real-time', 'Shader graph', 'Shaders', 'Bledner', 'mobile optimized', 'game ready']",0,6
903,Battle Girl - Valkyrie,"['Digital 2D', 'Fantasy', 'Illustration', 'Board & Card Game Art', 'battle', 'mecha', 'girl', 'valkyrie', 'sci fi', 'robot', 'angel', 'gods', 'fabric', 'cloth', 'armor', 'fantasy', 'sky']",0,6
1668,Concept art / character design,"['Animals & Wildlife', 'Character Design', 'Character Animation']",0,7
5696,Room Design,"['Digital 3D', 'Real-time', 'Live Action CG/VFX', 'Props', 'Architectural Visualization', 'Architectural Concepts', 'RoomDesign', 'Room', '3DsMax', 'Design', '4k']",0,9
4179,Macedonian Officer ( Lochagos ),"['zbrush', 'miniatures', '3d print']",0,6
6960,The struggle,,0,3
52,#143 parallax ico,"['Digital 3D', 'Motion Graphics', 'Scripts & Tools', 'Abstract', 'b3d', 'python', 'everyday', 'generative']",0,8
3330,Homesick,"['Digital 2D', 'Digital 3D', 'Concept Art', 'Cover Art', 'Abstract']",1,4
6451,Stylized Kaenken Rekka,"['Digital 3D', 'Real-time', 'Live Action CG/VFX', 'Science Fiction', 'Weapons', 'Stylized', 'high', 'item', 'rider', 'saber', 'props', 'details', 'kamen', 'substancepainter', 'substance', 'maya', 'character', '3d', 'poly', 'sword', 'fantasy', 'knight', 'kaenken', 'rekka', 'arnold', 'render']",0,5
211,3D Character ~,"['Digital 3D', 'Mixed Media', 'Game Art', 'Fan Art', 'Character Modeling', '', '3d', '', 'maya', '', 'zbrush', '', 'character', '', 'modeling', '', 'cloth', '', 'art']",0,6
6923,The cave,['Digital 3D'],0,6
2971,Ghost,['Digital 2D'],0,3
5396,Pushing Forward,"['Digital 2D', 'Fantasy', 'Sketches', 'Stylized', 'Knight', 'Sword']",0,8
2361,Elf Portrait,['elf'],0,5
2850,Future Slums,,0,4
2986,Giovanni vampire concept,"['Digital 2D', 'Concept Art', 'Illustration', 'Character Design', 'vtm', 'vampire the masquerade', 'giovanni', 'white wolf', 'world of darkness', 'vampire', 'hecata']",1,11
5338,Procedural Gold Material (Blender Tutorial),"['Digital 3D', 'Textures & Materials', 'Tutorials', 'procedural', 'gold', 'material', 'blender', 'tutorial', 'ryan', 'king', 'art', 'ryanking', 'ryankingart', 'golden', 'nugget']",0,4
4329,Mechanicus,"['Digital 2D', 'Science Fiction', 'Fan Art', 'Character Design', 'wharammer', '40k', 'mechanicus']",0,7
2417,Environment Design,"['Digital 2D', 'Digital 3D', 'Animation', 'Concept Art', 'Environmental Concept Art & Design', 'Visual Development']",0,3
2311,Earth magic,"['Digital 2D', 'Fantasy', 'Concept Art', 'Illustration', '', 'art', '', 'fantasy', '', 'drawing', '', 'elf', '', 'woman', '', 'magic', '', 'earth', '', 'illustration', '', 'digitalart', '', 'draw', '', 'digitalpainting']",0,6
4397,Messy Stylized Bricks,"['Digital 3D', 'Game Art', 'Textures & Materials', 'Games and Real-Time 3D Environment Art', '3D', 'materials', 'Substance Designer', 'Stylized', 'Bricks', 'Game Art']",1,4
5049,Paintovers,"['Digital 2D', 'Digital 3D', 'Illustration', 'Portraits', 'Character Design', 'Face', 'female', 'Hair', 'Painterly', 'Lighting', 'colours', 'Clip Studio Paint', 'Photoshop', 'Zbrush', 'Blender', 'CSP', 'PS', '2.8', '2.92', '2.93', 'render']",0,7
1906,Daily painting #2,"['Digital 2D', 'Illustration', 'Portraits', 'Sketches', 'art', 'digital painting', 'man in the high castle', 'scifi']",0,7
7565,Winner Takes All - Zora Salazar,"['Digital 3D', 'Fan Art', 'Stylized', 'Character Modeling', 'Epithet Erased', 'Fan Art', 'Zora Salazar', 'Arsene Amulet', 'Cowgirl', 'Cowboy', 'Western', 'Pistol', 'Gun', 'Pistols', 'Guns', 'Rigging', 'Texturing', 'Anime', 'Shadows', 'High Noon', 'Stand Off', 'Gunslinger', 'Bounty Hunter', 'JelloApocalypse', 'Brendan Blaber', 'Rhea Burtram', 'Plasterbrain', 'Erin Blaber', 'Music', 'Sundial', 'Fighting', 'Combat', 'Toon', 'Cartoon', 'Stylised', 'Comic']",2,4
5235,Portal in the Storm,"['Digital 2D', 'Fantasy', 'Creatures', 'Environmental Concept Art & Design', 'giant creature', 'colossal beast', 'creature design', 'sci-fi art', 'behemoth', 'alien', 'alien creature', 'lovecraftian', 'war of the worlds', 'landscape', 'landscape painting', 'cosmic horror', 'lovecraftian horror', 'cthulhu mythos', 'old gods', 'eldritch', 'eldritch abominations', 'sci fi art', 'sci fi illustration']",0,3
6533,Super Mario,"['Digital 3D', 'Game Art', 'Toys & Collectibles', 'Character Modeling', '', 'blender', '', 'nintendo', '', 'supermario', '', 'mario']",0,5
1072,Blue Mug and Pears,"['Traditional Paint', 'Still Life', 'blue', 'mug', 'cup', 'green', 'pears', 'fruit', 'danjou', 'pear', 'coffee', 'impressionism', 'impressionist', 'still', 'life', 'painting', 'acrylic', 'john', 'wallie']",0,5
3728,Katarina FanArt,"['Digital 2D', 'Game Art', 'Illustration', 'Fan Art', 'gameart', 'fanart', 'leagueoflegends', 'digitalart', 'digitalpaint', 'illustration']",0,6
2047,Desert Eagle,"['Digital 3D', 'Game Art', 'Weapons', 'Hard Surface', 'desert eagle', 'pistol', 'gun', 'weapon', 'military', 'hard surface', '3d', 'game model', 'maya', 'low poly', 'textures']",0,5
4743,Ness,"['Digital 2D', 'Animation', 'ness', 'nintendo', 'illustration']",1,9
7674,YT-1200,"['Science Fiction', 'Vehicles', 'Toys & Collectibles']",0,3
5109,Persian Archer 490BC,"['Digital 3D', 'Persian', 'Archer', 'Marathon']",0,3
6292,Spidey arrives,"['Digital 2D', 'Illustration', 'Spider Man', 'Spiderman', 'Marvel', 'BlackPanther']",0,8
5363,Project life.,"['Digital 2D', 'digital', 'line', 'animal', 'life', 'children']",0,8
1959,Data Stream,"['Digital 3D', 'Animation', 'Motion Graphics', 'Abstract', 'VFX for Film, TV & Animation', 'houdini', 'cg', 'color', 'ad', 'motiongraphic', 'render', 'sounddesign', 'rubber', 'simulation', 'particles']",0,4
2011,Deer creature,"['Digital 3D', 'Science Fiction', 'Creatures', 'Animals & Wildlife', '', 'animals', '', 'deer', '', 'alien', '', 'animal extraterrestre', '', 'venado']",0,6
640,Architecture Visualization,"['Digital 3D', 'Architectural Visualization', 'architecture', '3dvisualization', 'archiviz', 'architecturevisualization', 'garden', 'blender']",0,3
6088,Sketch,"['Digital 2D', 'Concept Art', 'Illustration', 'Environmental Concept Art & Design', 'rocks', 'colors', 'dull', 'illustration', 'gray', 'enviorment', 'quick painting', 'speedpaint', 'sketch', 'photoshop', 'concept art', 'painting']",0,6
7291,Vanity/Make up Mirror,"['Digital 3D', 'Props', 'Architectural Visualization', 'Hard Surface', 'Mirror', 'Make up', 'Vanity', 'Chrome', 'Arch vis']",0,6
6434,Stylised Type 99 Arisaka,"['Digital 3D', 'Weapons', 'Type99 Arisaka', 'Gun', 'Bolt Action Rifle']",0,5
5222,PolyStride concept art,"['Digital 2D', 'Digital 3D', 'Concept Art', 'Game Art', 'Character Design', 'y2k', 'retrofuturism', 'cyberpunk', 'game concept', 'neoy2k', 'music', 'mecha']",0,7
7026,Toloprix,"['Digital 3D', 'Animation', 'grandprix', 'F1', 'mechabike', 'transport', 'race', 'rally']",0,5
1727,Cover me in sunshine ☀️,"['Digital 2D', 'Animation', ""Children's Art"", 'Environmental Concept Art & Design', 'Visual Development', '', 'Persephone', '', 'album', '', 'illustration', '', 'background', '', 'children', '', 'goddess']",0,10
5697,Roots,"['Digital 2D', 'Illustration', 'Abstract', '2d', 'abstract', 'illustration', 'photoshop', 'roots', 'unearth', 'blood', 'darkest', 'times', 'think']",2,5
4035,Logo Leafely,"['Digital 2D', 'Web and App Design', 'Graphic Design', 'logo', 'Illustrator', 'projet', 'digital']",0,6
3586,JEEP toy,"['Digital 3D', 'Vehicles', 'Industrial & Product Design', 'Toys & Collectibles', 'toy', '3d', 'industrial design', '3d modelling', 'jeep', 'car', 'car design', 'kids', 'prop', 'toy design', 'toy designer', 'children', 'automotive', 'wheels', 'hotwheels', 'toy car', 'fischer price']",1,6
1570,Cocktail,"['Digital 2D', 'Illustration']",0,7
5897,Sci-fi Space Station Environment,"['Digital 3D', 'Science Fiction', 'Games and Real-Time 3D Environment Art', 'scifi', 'environment', 'prop', '3d', 'alien']",0,6
6663,Temple Materials,"['Digital 3D', 'Game Art', 'Textures & Materials', 'Stylized', 'textures', 'materials', 'substance', 'designer', 'pbr', 'greek', 'pillar', 'tile', 'floor']",0,6
816,BOMBERMAN HERO: BOMBER MARINE RENDER REWORK,"['Digital 3D', 'Game Art', 'Fan Art', 'Character Modeling', 'Bomberman', 'BombermanHero', 'Nintendo', 'Hudson', 'Hudson Soft', 'Bomber Marine', 'Nintendo64', 'Bubbles', 'Ocean', 'Underwater', 'Turntable']",1,7
7111,Trivial overkill,"['Digital 3D', 'Science Fiction', 'Weapons', 'Illustration', 'weapon', 'soldier', 'war', 'agent', 'victory', 'explosion', 'fire', 'shrapnels', 'smoke', 'dirt', 'mud', 'ground', 'mirrage', 'exhausted', 'sky', 'heat', 'concrete']",0,3
1285,Captain,"['Digital 3D', 'Character Modeling']",0,6
3812,Kyotaru (Ninja),"['Digital 3D', 'Character Modeling', 'Naruto', 'Kyotani', 'Haikyuu', 'Shikamaru', 'Kakashi', 'Zabuza', 'Ninja', 'Ninja konoha', 'Naruto ninja', 'Character modeling', 'Masked ninja', 'Konoha']",1,5
5803,Sabre Cat Skull,['Digital 3D'],0,7
7123,"Trying to win an argument, the winner sets the table!","['Digital 2D', 'Digital 3D', 'Architectural Visualization', 'Architectural Concepts', 'kaino']",0,7
8115,midnight_pattern_02,"['Digital 3D', 'Textures & Materials', 'Abstract', 'pattern', 'ornament']",0,6
1658,Concept Art,"['Digital 2D', 'Fantasy', 'Concept Art', 'Game Art']",0,6
1847,D&D Commission - Mordekai of The Obsidian Heart,"['Digital 2D', 'Fantasy', 'Fan Art', 'Character Design']",1,4
2073,Diablo IV Lilith,,0,3
5119,Personal work cd4 - Traveler,"['Digital 2D', 'Sketches', 'Character Design', 'sketch', 'line']",0,7
7522,Werner2; Das muss kesseln,"['Digital 2D', 'Traditional Dry Media', 'Mixed Media', 'Vehicles', 'Environmental Concept Art & Design', 'Sketches']",1,5
8353,wolverine,"['Digital 3D', '3D Printing', 'Toys & Collectibles', 'Character Modeling', 'wolwerine', 'claws', 'toy', 'xman', 'logan', 'hero', 'anti hero']",0,7
659,Armatus 2.0,"['Digital 2D', 'Concept Art', 'Game Art', 'Character Design', 'Character Design', 'mecha', 'gameart', 'mobilegame', 'gladiator', 'orthographic', 'conceptdesign']",0,4
4729,Neo-Kowjuku Block 1 Isometric (textured),"['Digital 3D', 'Architectural Concepts', 'Environmental Concept Art & Design', 'Games and Real-Time 3D Environment Art', 'architecture', 'building', 'city', 'urban', 'japan', 'tokyo', 'hong kong', 'kowloon', 'city block', 'futuristic', 'future', 'cyberpunk', 'cyberpunk city', 'blender', 'blender environment', 'environment art', 'japanese city', 'japan city', 'chinese city', 'city design', 'city street', 'anime']",0,4
1185,Bunny boy,"['Digital 2D', 'Anime & Manga', 'bunny', 'bunny ears', 'boy', 'bunny boy', 'spatula', 'texture']",0,5
5196,Platypuses are Aliens,"['Digital 2D', 'Animals & Wildlife', 'Character Design', 'platypus', 'cannabis', 'beaver', 'duck', 'alien', 'space']",2,3
4087,Low Poly Checker Taxi with Damage,"['Digital 2D', 'Digital 3D', 'Real-time', 'Game Art', 'Vehicles', 'Automotive', 'checker', 'taxi', 'twistedmetal', 'ps1', 'mod']",0,6
8411,“Rest Easy” pencil drawing by Chelsea Noyon,"['Animals & Wildlife', 'Portraits', 'Realism', 'Horsedrawing', 'Horseart', 'Artist', 'Drawing', 'Pencildrawing', 'Graphite', 'Realistic', 'Equine', 'Equineart', 'Horse', 'Horseportrait', 'Animal', 'Animalart', 'Animaldrawing']",0,7
6942,The lord of the Fleas,"['Digital 2D', 'Fantasy', 'Concept Art', 'Character Design', 'Character design challenge', 'character design']",0,5
7730,Zelda in Crayons,"['Digital 2D', 'Game Art', 'Illustration', 'Fan Art', 'zelda', 'legend of zelda', 'princess', 'crayon', 'frog', 'art', 'digital art', 'painting', 'illustration', 'games', 'nintendo', 'breath of the wild']",1,6
4832,Nosferatu 1922 Tribute,"['Digital 3D', 'Portraits', 'Realism', 'Character Design']",0,6
209,3D Cartoon House,['Digital 3D'],0,9
6962,The sunset,"['Traditional Paint', 'Matte Painting', 'Environmental Concept Art & Design', 'landscape', 'beach', 'sunset', 'forest', 'sand', 'oil painting']",1,6
1055,Blonde medieval girl,"['Digital 3D', 'Fantasy', 'Game Art', 'Character Modeling']",0,5
5875,Sci fi Armor Draft,"['Digital 3D', 'Real-time', 'Fashion & Costume Design', 'Hard Surface', 'Mechanical Design']",0,4
2821,Frostbite,,0,6
5209,Poisonous kiss,"['Digital 2D', 'Illustration', 'Stylized', 'Character Design', 'women', 'kiss', 'snake', 'poisonous', 'portrait', 'digital2d', 'illustration']",0,5
7604,Woman,"['Digital 2D', 'Traditional Ink', 'Anime & Manga', 'Portraits', 'Realism', '', 'artwork', '', 'woman', '', 'digital2D', '', 'digital art', '', 'line art']",1,6
2743,Flying Shrimp Monster,"['Digital 3D', 'Animation', 'Real-time', 'Fantasy', 'Creatures', 'Character Animation', 'character', 'lowpoly', 'pbr', 'rigged', 'animatied', 'unity', 'unreal', 'monster', 'fantasy', 'creature', 'horror', 'game', 'arachnid', 'worm', 'insect']",0,5
8088,low Poly Glock,"['Digital 3D', 'Game Art', 'Architectural Visualization', 'Hard Surface', 'gan', 'glock', 'g22', 'weapon', 'automatic machine', 'глок', 'оружие', 'пистолет', 'лоуполи', 'лоу поли пистолет', 'low poly', 'г22', 'автомат', 'дигл', 'Deagle']",0,6
5128,Phantom Pain- Commission,"['Digital 2D', 'Concept Art', 'Anime & Manga', 'Character Design', 'royal scandal', 'vocaloid', 'maika']",0,8
8174,portrait comission,"['Digital 2D', 'Illustration', 'Portraits', 'Realism', 'nature', 'portrait', 'portrait painting', 'girl portrait', 'digital art', 'digital painting', 'photoshop', 'nature art']",0,10
7513,Weeeeeeeeeee!,"['Digital 2D', 'Illustration', ""Children's Art"", 'Book Illustration']",0,4
3553,Iron Giant Created in Blender,"['Digital 3D', '3D modelling', 'Blender', 'Substance', 'Udemy', 'Iron Giant', 'Rigging', 'Digital 3D', 'Character modelling', 'Character creation']",1,9
355,AQ perfume,"['Digital 3D', 'Industrial & Product Design', '化妆品', '香水', '产品渲染']",0,4
2884,GTA style art,"['Digital 2D', 'Illustration', 'illustration', 'draw', 'digitalart', 'digitalpaint', 'GTA']",0,7
2209,Dragon temple concept,"['Digital 2D', 'Digital 3D', 'Environmental Concept Art & Design', 'digitalart', 'conceptart', 'environmentdesign', 'drakes', 'dragon', 'paradise']",1,6
5970,Servant's Studio,"['Digital 2D', 'Digital 3D', 'Real-time', 'Game Art', 'Games and Real-Time 3D Environment Art', 'victorian', 'artist', 'bedroom', 'environment']",1,5
6639,Tank,"['Digital 3D', 'Real-time', 'Props', 'Realism', 'tank', 'realism', 'maya', 'marmoset', 'substance painter', 'props', 'environment', 'si-fi', 'future', 'emis', 'fungi']",0,8
2458,Eternal Realm 2,"['Digital 2D', ""Children's Art"", 'Environmental Concept Art & Design', 'Stylized', 'illustration', 'coverart']",0,8
8234,shy girl,"['Digital 2D', 'Portraits']",0,5
2648,Ferris Wheel Animation,"['Digital 2D', 'Digital 3D', 'Animation', 'Hard Surface', 'Mechanical Design', 'Realism']",0,3
4335,Medical Kit,"['Digital 3D', 'Real-time', 'Science Fiction', 'Game Art', 'Props', 'medical kit', 'healing', 'scifi', 'med kit']",0,4
118,1938,"['Digital 2D', 'Portraits', 'Stylized', 'Abstract', 'Portrait', 'Abstract', 'Stylized', 'Expressive', 'Design', 'Graphic Design']",0,5
1141,Brick Texture,"['Digital 3D', 'Textures & Materials', 'Designer', 'procedural', 'texture', 'brick', 'pbr', 'wall']",0,6
4516,Monster 2d Vector By Oscar creativo,"['Digital 2D', 'Traditional Paint', 'Mixed Media', ""Children's Art"", 'Book Illustration', 'Character Design', 'oscar creativo', 'rendering', 'cinema 4d', 'marmost toolbag', 'space', 'darth vader', 'star wars', 'unreal', 'best', 'substance painter', 'octane render', 'woman', 'cyber', 'game', 'free', '3d', 'vector', '2d', 'otoy', 'fantasy', 'keyshot', 'after effects', 'lumion']",0,4
3467,Illustration for a wine label,"['Digital 2D', 'Illustration', '', 'winelabel', '', 'macedonianwine', '', 'fashiondesign', '', 'costumedesign']",0,4
4942,One WIth The Storm,"['Digital 2D', 'Fantasy', 'Illustration', 'Character Design', 'storm', 'lightning', 'thunder', 'sky', 'sorcerer', 'white', 'blue', 'magic', 'casting', 'spell', 'caster', 'mage', 'magician', 'wizard', 'nature', 'shock']",0,9
398,Ace Kouture Girl,,0,3
4800,Nina Broughton,"['Traditional Dry Media', 'Fan Art', 'Portraits', 'nsfw']",0,3
7167,UNBOXING of the best wolverine 1:4 scale,"['Digital 3D', '3D Printing', 'Comic Art', 'Toys & Collectibles', 'Character Design', 'marvel', 'wolverine', 'xmen', 'collectibles', 'logan', 'statue', 'model', '3d', 'zbrush', 'concept', 'character', 'hero']",0,5
2121,Dirty Tricks Demon,"['Digital 2D', 'Fantasy', 'Creatures', 'Demon', 'Dirty', 'tricks']",1,6
1354,Catwalk,"['Digital 2D', 'Concept Art', 'Environmental Concept Art & Design', 'industrial', 'metal', 'technical', 'mechanical', 'catwalk', 'rust', 'painting', 'digital painting', 'ship', 'hull']",0,5
1369,Celestial - Vehicle Design - Dragon Festival Boat,"['Digital 2D', 'Concept Art', 'Vehicles']",0,6
6822,The Madame,"['Digital 2D', 'Illustration', 'Horror', 'Character Design', 'character art', 'kochisakeonna', 'horror', 'illustration', 'concept art']",0,7
7972,funny face,['Portraits'],0,5
3458,If Romeo&Juliet lives in ancient China,"['Digital 2D', 'Animation', 'Traditional Paint', 'Anime & Manga', 'Book Illustration', 'Character Design', 'character', '2D', 'MANGA', 'ANIMATION']",0,5
6828,The Medieval House,"['Digital 2D', 'Concept Art', 'Architectural Visualization', 'Architectural Concepts', 'medieval', 'building', 'conceptart', 'enviroment', 'linework']",0,4
1508,Christmas Reindeer,"['Digital 3D', 'Animals & Wildlife', 'Pixel and Voxel Art', 'sled', 'chirstmas', 'vehicles', 'game art', 'present', 'minecraft', 'blockbench', 'lowpoly', 'workbench', 'pixel art']",0,4
8338,w08 2021,"['Digital 2D', 'Comic Art', 'Illustration', 'Character Design', 'Cartoon', 'Illustration', 'Birthday', 'Cake', 'Cakeday']",1,3
691,Artcrap: More Human Body Muscle Studies,"['Traditional Dry Media', 'Anatomy', 'traditionalart', 'anatomy', 'human', 'studies', 'bodies', 'muscles', 'pencil', 'sketches', 'male', 'female']",0,3
7196,Under Pressure,"['Digital 2D', 'Game Art']",1,11
1396,Character - Real Time Female Long Hair 08,"['Digital 3D', 'Real-time', 'Game Art', 'Anatomy', 'Character Modeling', 'character', 'realtime', 'hair', 'girl', 'woman', 'stylized', 'realistic', 'teen', 'body', 'base', 'cartoon', 'sculpture', 'figure', 'anime', 'handpainted', 'anatomy', 'head', 'people', 'female', 'human']",1,3
3589,JUDGE,"['Digital 3D', 'Anatomy', 'Realism', 'VFX for Film, TV & Animation']",0,6
5240,Portrait #3,"['Traditional Ink', 'Portraits', 'portrait', 'self-portrait', 'penandink', 'ink', 'traditionalart', 'traditionalink', 'girl', 'girlportrait']",0,12
1490,Children's Book Illustration,"['Digital 2D', ""Children's Art"", 'Book Illustration']",1,4
